-,Date,Time,Location,Latitude,Longitude,Operator,Flight #,Route,AC Type,Registration,cn / ln,Aboard,Fatalities,Ground,Summary
ACCIDENT DETAILS,"October 02, 1935",955,"Off Finders Island, Victoria, Australia",-38.4740189,145.0188858,Holyman Airways,?,Melbourne - Sydney,de Havilland DH-86,VH-URT,2312,5 (passengers:3 crew:2),5 (passengers:3 crew:2),0,Crashed in the Bass Strait. Went in to an uncontrollable spin following an engine failure.
ACCIDENT DETAILS,"October 07, 1935",219,"Near Cheyenne, Wyoming",41.1347435,-104.8211901,United Air Lines,4,Salt Lake City - Cheyenne,Boeing 247D,NC13317,1698,12 (passengers:9 crew:3),12 (passengers:9 crew:3),0,"While flying in a normal, slightly descending path, the aircraft first collided with the ground just a few feet below the top of a small knoll tearing out both engines and engine nacelles. It then rebounded and continued through the air for a distance of 1,120 feet, where it came to rest. Error on the part of the pilot in executing an abrupt maneuver with insufficient altitude for safety and failure of the pilot to maintain proper control of the aircraft during this maneuver."
ACCIDENT DETAILS,"October 09, 1935",?,Gulf of Finland,59.9124514,26.2623373,Aero O-Y,?,Tallinn - Helsinki,Junkers F-13,OH-ALI,2033,6 (passengers:4 crew:2),6 (passengers:4 crew:2),0,Crashed into the sea in the dense fog and low visibility.
ACCIDENT DETAILS,"October 21, 1935",1100,"Troy, New York",42.7284117,-73.6917851,Chamberlin Flying Service,?,Troy - Teterboro,Curtiss AT-32C Condor,NC725K,G-2,6 (passengers:4 crew:2),1 (passengers:0 crew:1),0,The plane lost the left engine shortly after taking off. The pilot tried to make an emergency landing but was caught in a downdraft and the plane crashed.
ACCIDENT DETAILS,"October 30, 1935",1940,"Cheyenne, Wyoming",41.1347435,-104.8211901,United Air Lines,?,Test flight,Boeing B-247-D,NC13323,1704,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,Crashed into a hill in poor weather conditions 5 miles south of Cheyenne. Test flight. Poor judgment by the pilot for executing an abrupt maneuver with insufficient altitude for safety and failure of the pilot to maintain proper control of the aircraft during this maneuver.
ACCIDENT DETAILS,"November 02, 1935",?,"Off Nhambupe, Brazil",-11.791005,-38.3563431,Air France,?,Bahia - Aracaju,Latécoère 28-1,F-AJIQ,906,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,The postal plane crashed at Atalaya Beach in unknown circumstances.
ACCIDENT DETAILS,"November 09, 1935",440,"Near Fort Worth, Texas",32.7554883,-97.3307658,Braniff Airlines,?,Dallas - Waco,Lockheed Vega,NC980Y,191,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,Plunged to the ground thirty minutes after leaving Fort Worth. Tried to return to Dallas airport due to inclement weather.
ACCIDENT DETAILS,"November 09, 1935",?,"Brindisi, Italy",40.6327732,17.9418724,Imperial Airways,?,London - Brindisi - Alexandria,Short S-17 Kent,G-ABFB,S-759,13 (passengers:10 crew:3),12 (passengers:9 crew:3),0,While preparing for departure a fire broke out. The fire erupted while fueling.
ACCIDENT DETAILS,"November 11, 1935",?,"Istres, France",43.513006,4.987968,Air France,?,?,Latecoere 28,F-AJPB,6-926,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,Crashed whille flying in the vicinity of a thunderstorm.
ACCIDENT DETAILS,"December 04, 1935",?,"Tours, France",47.3897679,0.6891732,Air Bleu,?,Le Havre - Paris - Tours - Bordeaux,Caudron C-630 Simoun,F-ANRK,7013,2 (passengers:0 crew:2),1 (passengers:0 crew:1),0,"On final approach, the aircraft was too low and hit a tree with it's right wing. It stalled and crashed in a garden short of the runway."
ACCIDENT DETAILS,"December 10, 1935",1645,"Croydon, England",51.3769529,-0.0956895,Sabena,?,"Brussels, Belgium - Croydon, England",Savoia-Marchetti SM73,OO-AGN,30002,11 (passengers:7 crew:4),11 (passengers:7 crew:4),0,"While flying low, the aircraft hit tree tops, stalled and crashed in flames into a wooded area 13 km short of the runway, The pilot did not request bearings from the airport and tried to navigate on his own."
ACCIDENT DETAILS,"December 24, 1935",?,"Wroctaw, Poland",51.1092948,17.0386019,Deutsche Lufthansa,?,?,Heinkel He-70,D-UVOR,915,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,Crashed under unknown circumstances
ACCIDENT DETAILS,"December 31, 1935",1915,"Off Alexandria, Egypt",31.2843129,30.0334518,Imperial Airways,?,London - Brindisi - Mirabella - Alexandria,Short S-8 Calcutta flying boat,G-AASJ,S-752,13 (passengers:9 crew:4),12 (passengers:9 crew:1),0,"The aircraft ran out of fuel and crashed off Alexandria. The plane was named ""The City of Khartoum."""
ACCIDENT DETAILS,"January 14, 1936",?,"Tres Esquinas, Colombia",0.7488307,-75.2325525,Military - Fuerza Aerea Colombiana,?,?,Junkers JU-52,624,?,16 (passengers:13 crew:3),13 (passengers:10 crew:3),0,The float plane crashed after experiencing unknown technical difficulties while attempting to land.
ACCIDENT DETAILS,"January 14, 1936",1932,"Goodwin, Arkansas",34.9381496,-91.0209529,American Airlines,1,Newark - Memphis - Little Rock - Dallas - Los Angeles,Douglas DC-2-120,NC14274,1307,17 (passengers:14 crew:3),17 (passengers:14 crew:3),0,"Flew into trees and disintegrated. The cause of the crash could not be determined. Possible causes include, passenger interference, one fuel tank running dry, flying too low and the co-pilot alone at the controls."
ACCIDENT DETAILS,"January 17, 1936",?,"Near Cordillera, Boliva",-19.1232021,-61.872804,Lloyd Aereo Boliviano,?,Cochabamba - La Paz,Junkers JU-52,?,4018,13 (passengers:10 crew:3),13 (passengers:10 crew:3),0,"Crashed into a mountain near the village of Tapacari, 23 miles from Chochabanba."
ACCIDENT DETAILS,"January 21, 1936",1000,"Off Ajaccio, Corsica, France",41.919229,8.738635,Air France,?,Marseille - Ajaccio - Tunis,CAMS 53,F-AJIR,19,6 (passengers:3 crew:3),6 (passengers:3 crew:3),0,Vanished off the coast of Corsica after sending a distress call that the engine had failed.
ACCIDENT DETAILS,"January 29, 1936",?,"Denton, Texas",33.2165858,-97.1324105,American Airlines,?,Chicago - Oklahoma City,Vultee V-1,NC13767,5,6 (passengers:5 crew:1),1 (passengers:0 crew:1),0,Crashed into a clump of trees while attempting a landing in a snowstorm.
ACCIDENT DETAILS,"February 10, 1936",?,Atlantic Ocean,-14.5994134,-28.6731465,Air France,?,"Natal, Brazil - Dakar, Senegal",Latecoere 301 (flying boat),F-ANLE,1016,6 (passengers:1 crew:5),6 (passengers:1 crew:5),0,"Disappeared over the Atlantic ocean during a storm. The aircraft was never found. The aircraft was named ""Ville de Buenos Aires."""
ACCIDENT DETAILS,"February 15, 1936",352,South Atlantic Ocean,-33.72434,-15.996094,Deutsche Lufthansa,?,Rio de Janerio - Berlin,Dormier Do-J-Iif Bos Wal flying boat,D-ADYS,229,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,The mail plane disappeared while en route.
ACCIDENT DETAILS,"March 05, 1936",?,"Near Tengya, China",35.86166,104.195397,China National Aviation Corporation,?,?,Ford 5-AT-D Tri-Motor,?,?,6 (passengers:3 crew:3),0 (passengers:0 crew:0),0,Crash landed in mountains during a snowstorm.
ACCIDENT DETAILS,"March 14, 1936",?,"Ovalle, Chile",-30.6042353,-71.1969445,Lan Chile,?,?,Fairchild FC-2,19,?,5 (passengers:4 crew:1),5 (passengers:4 crew:1),0,Went out of control while taking off and crashed in a rivine.
ACCIDENT DETAILS,"March 26, 1936",1100,"Amemeca, Mexico",23.634501,-102.552784,Mexicana,?,Mexico - Guatemala,Ford 5-AT-B Tri Motor,XA-BCB,5-AT-012,14 (passengers:10 crew:4),14 (passengers:10 crew:4),0,"While making a turn at low speed, the aircraft stalled and crashed into mountains and caught fire. The plane was carrying mainly German tourists. Possibly caught in a down draft when flying too low to the ground."
ACCIDENT DETAILS,"April 01, 1936",1910,"Pavillon, New York",42.8761123,-78.0228829,American Airlines,?,Newwark - Buffalo,Stinson Model A,NC15152,9112,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The mail plane explosion in mid-air before crashing to the ground in a snowstorm.
ACCIDENT DETAILS,"April 07, 1936",1020,"Uniontown, Pennsylvania",39.900076,-79.7164326,Trans Continental and Western Air,1,Newark - Los Angeles,Douglas DC-2-112,NC13721,1247,14 (passengers:11 crew:3),12 (passengers:10 crew:2),0,"Crashed into Chestnut Ridge in fog. The poor judgment on the part of the pilot for flying by visual ground observation methods after having descended through the clouds and overcast in mountainous terrain at a point unknown to him. Because of clouds and poor visibility, this required flying close to the ground whereas the safest method under such circumstances was to climb into or above the overcast to a safe altitude and determine the location of the plane by instruments and radio."
ACCIDENT DETAILS,"April 11, 1936",520,"Port of Spain, Trinidad",10.6540251,-61.5097236,Pan American Airways,?,Miami - Rio de Janeiro,Sikorsky S-42A Flying Boat,NC1537,4204,25 (passengers:18 crew:7),3 (passengers:2 crew:1),0,"Crashed while taking off after the plane hit a boat . The aircraft was shipped to Miami and repaired. One of the injured passengers was Jose Iturbi, well known conductor and pianist."
ACCIDENT DETAILS,"April 15, 1936",?,"Near Turin, Italy",45.0703155,7.6868552,Avio Linee Italiane,?,Turin - Milan,OFM F-VIIb/3m,I-AAXZ,359,7 (passengers:5 crew:2),7 (passengers:5 crew:2),0,"Crashed on the slopes of Mount Basso, 20 miles from Turin."
ACCIDENT DETAILS,"April 17, 1936",?,"Orvin, Switzerland",47.1605487,7.2134713,Deutsche Lufthansa,?,Test flight,Junkers JU-52,D-ASOR,5044,5 (passengers:0 crew:5),3 (passengers:0 crew:3),0,Deviated from the prescribed course and hit a mountain in poor weather conditions. Navigation error by the crew.
ACCIDENT DETAILS,"April 21, 1936",?,"Senlis, France",49.2052124,2.5837352,Sabena,?,Paris - Brussels - Cologne,Fokker F-VII,OO-AIF,?,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,Following taking off the cargo plane went out of control and crashed near Le Bourget Airport.
ACCIDENT DETAILS,"April 30, 1936",?,"Basel, Switzerland",47.5595986,7.5885761,Swissair,?,?,General Aviation GA-43,HB-ITU,2204,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The cargo plane crashed into Mt. Rigi at night in poor weather conditons.
ACCIDENT DETAILS,"May 16, 1936",?,"Mount Waverley, Australia",-37.8749614,145.1291077,Holymans Airways,?,Training,De Havilland DH-60 Moth,VH-UII,895,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The aircraft hit telephone wires and a chimney before crashing in flames into a house.
ACCIDENT DETAILS,"June 09, 1936",?,"Malmo, Sweden",55.604981,13.003822,A B Aerotransport,?,Malmo - Amsterdam,Fokker F-XXII,SE-ABA,5359,15 (passengers:11 crew:4),1 (passengers:1 crew:0),0,"All four motors of the aircraft quit while taking off. The pilot attempted to land but crashed into a house. First fatal aviation accident in Sweden.The captain mistakenly opened the throttles instead of selecting the propeller pitch handles while the engines were in weak mixture, causing all four to stall out."
ACCIDENT DETAILS,"June 13, 1936",?,"Hannover, Germany",52.3758916,9.7320104,Deutsche Lufthansa,?,?,Junkers JU-160,D-UPYM,4211,6 (passengers:4 crew:2),1 (passengers:1 crew:0),0,"The pilot attempted an emergency landing in a field after the engine failured. The aircraft was named ""Puma."""
ACCIDENT DETAILS,"June 16, 1936",700,"Mt. Lihesten, Norway",61.1749982,5.2144952,Den Norske Luftfartskole,?,Bergen - Trondheim,Junkers JU-52/3m,LN-DAE,4077,7 (passengers:3 crew:4),7 (passengers:3 crew:4),0,"While cruising, the aircraft crashed into the south face of Mt. Lyhesten in fog."
ACCIDENT DETAILS,"July 15, 1936",?,"Zagreb, Croatia",45.8150108,15.981919,Aeroput,?,Belgrade - Zagreb - Ljubljana,Spartan Cruiser,YU-SAP,1,7 (passengers:5 crew:2),7 (passengers:5 crew:2),0,Shortly after taking off in fog the aircraft went out of control and crashed into a field.
ACCIDENT DETAILS,"July 28, 1936",?,"Kulyab, Tajikistan",37.9273983,69.8001762,Aeroflot,?,?,Tupolev ANT-9,?,?,6 (passengers:4 crew:2),6 (passengers:4 crew:2),0,The landing gear failed on landing. The aircraft veered off the runway and burst into flames.
ACCIDENT DETAILS,"July 31, 1936",1930,"Off Channel Islands, Jersey",49.2137711,-2.1357662,Guernsey Airways,?,Saint Pierre - Saint-Hélier,Saro A-19 Cloud,G-ABXW,A-19/4,10 (passengers:8 crew:2),10 (passengers:8 crew:2),0,Ditched at sea. Loss of all engines necessitating a ditching at sea.
ACCIDENT DETAILS,"August 02, 1936",600,"Mazamet, France",43.490103,2.376579,Air France,?,Paris - Toulouse - Dakar - Natal - Rio de Janeiro,Wibault 280,F-ANBL F-ANBL,15,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,The mail plane crashed into mountains 50 miles from Toulouse in fog.
ACCIDENT DETAILS,"August 03, 1936",?,"Ciudad Serdan,Mexico",18.9844003,-97.4543626,Mexicana,?,?,Lockheed 9 Orion,XA-BAY,169,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,Crashed while delivering mail.
ACCIDENT DETAILS,"August 05, 1936",2200,"St. Louis, Missouri",38.627428,-90.1982439,Chicago Southern Airlines,4,New Orleans - Chicago,Lockheed 10B Electra,NC16022,1057,8 (passengers:6 crew:2),8 (passengers:6 crew:2),0,"Crashed while attempting to take off from Lambert Field. The making of a turn at an extremely low altitude, for reasons unknown, in which the wing of the airplane unintentionally contacted the ground."
ACCIDENT DETAILS,"August 06, 1936",?,"Choco, Colombia",5.6914548,-76.6589794,SCADTA,?,?,Junkers F-13,C-40,?,3 (passengers:1 crew:2),2 (passengers:1 crew:1),0,The float plane crashed under unknown circumstances.
ACCIDENT DETAILS,"August 12, 1936",300,"Altenkirchen, Germany",50.6854009,7.6359735,British Airways,?,Hanover - Cologne - London-Gatwick,De Havilland DH-86,G-ADEB,2324,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The mail plane crashed at night under unknown circumstances.
ACCIDENT DETAILS,"August 22, 1936",?,"Mirabella, Greece",39.074208,21.824312,Imperial Airways,?,Alexandria - Mirabella - Brindisi - Southampton,Short S-17 Kent,G-ABFA,S-758,11 (passengers:8 crew:3),2 (passengers:2 crew:0),0,"While attempting to land, the plane hit high waves and broke up. Strong lateral winds while landing on rough sea."
ACCIDENT DETAILS,"September 05, 1936",2200,"Near Pittsburgh, Pennsylvania",40.4386612,-79.9972352,Pittsburgh Skyways Inc.,?,Sightseeing,Stinson SM 6000B,NC117S,5025,11 (passengers:10 crew:1),10 (passengers:9 crew:1),0,Lost all three engines after the fuel supply was cut off. Possibly a passenger shut off the fuel supply by accident with the heel of her shoe. One 17 year old girl survived.
ACCIDENT DETAILS,"September 24, 1936",?,"Benghazi, Libya",32.1194242,20.0867909,Ala Littoria SA,?,"Addis Ababa, Ethiopia - Rome, Italy",CRDA CANT Z-506,I-RODI,301,10 (passengers:7 crew:3),9 (passengers:7 crew:2),0,"Suffered engine failue on the approach,struck the mast of a ship and burst into flames."
ACCIDENT DETAILS,"September 25, 1936",?,English Channel,50.134664,-0.357056,Imperial Airways,?,Croydon - Paris,Boulton and Paul P-71,G-ACOX,P-71-1,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,Crashed under unknown circumstances while delivering mail.
ACCIDENT DETAILS,"September 28, 1936",?,"Walsenberg, Colorado",37.6227357,-104.780403,Varney Air Lines,?,"El Paso, TX - Pueblo, CO",Lockheed 5 Vega,NC176W,129,3 (passengers:1 crew:2),3 (passengers:1 crew:2),0,Crashed in a snowstorm after the pilot cut the motor and the plane crashed into a hill.
ACCIDENT DETAILS,"September 29, 1936",?,"Napierville, Illinois",41.7508391,-88.1535352,Blue Bird Air Service,?,?,Lockheed Vega 5C,NC959Y,170,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,"A half-hour after taking off, the engine failed and the plane crashed into a fence and burst into flames while making a forced landing."
ACCIDENT DETAILS,"October 06, 1936",?,"Francisco Rueda, Tabasco, Mexico",17.832295,-93.933021,Mexicana,?,?,Lockheed Orion,XA-BDH,174,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The mail plane crashed for reasons unknown.
ACCIDENT DETAILS,"October 09, 1936",?,"Selby, North Yorkshire, United Kingdom",53.783524,-1.067189,North Sea Aerial and General Transport,?,?,Blackburn B-2,G-ABWI,4700-1,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The mail plane crashed under unknown circumstances.
ACCIDENT DETAILS,"November 01, 1936",1500,"Near Tabarz, Germany",50.8760966,10.5159634,Deutsche Lufthansa,?,Frankfurt - Erfurt,Junkers JU-52,D-APOO,5506,15 (passengers:12 crew:3),11 (passengers:8 crew:3),0,"While encountering heavy fog the aircraft was flying too low and hit tree tops before crashing into flames in a wooded area. It was believed that the pilot had lost his bearings while flying in a heavy fog, resulting in either a controlled impact with the terrain or an uncontrolled descent into the ground."
